SKU_ID,Product_Name,Category,Sub_Category,Pack_Size,Unit_Cost_Price,Unit_Selling_Price,Stock_Quantity,Reorder_Level,Supplier_Name,Supplier_Lead_Time_Days,Expiry_Date,Storage_Type,Manufacturing_Date,Batch_Number,Shelf_Life_Days,Location
AM-1216,Amul Low Fat Yogurt 500ml,Yogurt,Low,500ml,177.12,188.16,406,93,Amul Foods Pvt Ltd,3,2025-08-20,Refrigerated,2025-07-26,B4557D,25,STORE-02
AM-1103,Amul Haldi Doodh Powder 200g,Functional,Haldi,200g,164.85,168.98,90,63,Amul Value Added,5,2025-10-06,Ambient,2025-07-15,B5427B,83,STORE-05
AM-801,Amul Kool Koko 200ml,Beverages,Kool,200ml,25.3,35.67,258,93,Gujarat Co-op,3,2025-10-18,Ambient,2025-08-05,B1738D,74,STORE-02
AM-702,Amul Milk Chocolate 150g,Chocolate,Milk,150g,102.06,108.77,367,66,Amul Protein Division,4,2025-11-02,Ambient,2025-04-24,B9019C,192,WH-02
AM-1233,Amul Strawberry Ice Cream 500g,Ice Cream,Strawberry,500g,196.17,201.07,87,90,Amul Beverages,6,2025-11-02,Frozen,2025-01-01,B8865C,305,STORE-04
AM-804,Amul Turmeric Milk 200ml,Beverages,Turmeric,200ml,30.53,37.77,450,18,Amul Beverages,4,2025-11-13,Ambient,2025-07-26,B1793A,110,WH-02
AM-1211,Amul Keto Cheese Functional 1kg,Functional,Keto,1kg,212.69,215.64,469,44,Amul Protein Division,5,2025-09-13,Ambient,2025-08-04,B4175C,40,STORE-04
AM-1214,Amul High Protein Milk Protein 100g,Protein,High,100g,218.91,227.63,483,100,Amul Foods Pvt Ltd,3,2026-03-27,Ambient,2025-08-13,B3417B,226,STORE-02
AM-1212,Amul Low Fat Yogurt 200g,Yogurt,Low,200g,188.5,201.2,152,46,Amul Protein Division,3,2025-08-22,Refrigerated,2025-08-10,B3354A,12,STORE-02
AM-602,Amul Malai Paneer 1kg,Paneer,Malai,1kg,385.56,399.33,130,97,Amul Beverages,6,2025-08-19,Refrigerated,2025-08-04,B7209D,15,STORE-03
AM-107,Amul Vegan Ice Cream 500ml,Ice Cream,Vegan,500ml,120.08,132.39,158,96,Gujarat Co-op,4,2026-01-12,Frozen,2025-02-12,B9013D,334,STORE-02
AM-1206,Amul Soy Milk Vegan 200g,Vegan,Soy,200g,106.63,114.25,445,46,Amul Protein Division,1,2025-09-15,Ambient,2025-06-19,B1906C,88,STORE-04
AM-207,Amul Garlic Butter 100g,Butter,Garlic,100g,48.29,52.6,393,89,Amul Foods Pvt Ltd,4,2025-08-18,Refrigerated,2025-03-26,B6849A,145,STORE-04
AM-004,Amul Slim Milk 1L,Dairy Milk,Slim,1L,58.84,72.7,216,66,Amul Value Added,5,2025-08-22,Refrigerated,2025-08-10,B2660A,12,WH-03
AM-1101,Amul Immunity Booster Drink 200ml,Functional,Immunity,200ml,36.2,43.62,23,95,Amul Beverages,4,2025-09-06,Ambient,2025-07-22,B9979C,46,WH-03
AM-703,Amul Fruit & Nut Chocolate 150g,Chocolate,Fruit,150g,111.27,116.98,214,87,Amul Beverages,4,2025-09-12,Ambient,2025-02-23,B3673B,201,WH-03
AM-107,Amul Vegan Ice Cream 500ml,Ice Cream,Vegan,500ml,122.83,126.89,252,23,Amul Chocolate Works,6,2025-08-28,Frozen,2025-02-27,B8245C,182,WH-03
AM-1205,Amul Probiotic Drink Functional 500ml,Functional,Probiotic,500ml,89.8,100.19,251,48,Amul Protein Division,1,2025-10-09,Ambient,2025-07-11,B7273C,90,STORE-05
AM-1002,Amul Soy Milk 1L,Vegan,Soy,1L,114.68,127.59,316,54,Amul Chocolate Works,7,2025-12-05,Ambient,2025-08-11,B3938B,116,WH-03
AM-002,Amul Taaza Milk 1L,Dairy Milk,Taaza,1L,55.96,66.29,420,83,Amul Beverages,6,2025-08-20,Refrigerated,2025-08-13,B1627B,7,WH-03
AM-1234,Amul Lactose-Free Dairy Milk 100g,Dairy Milk,Lactose-Free,100g,84.45,88.39,35,62,Gujarat Co-op,3,2025-08-20,Refrigerated,2025-08-12,B4145D,8,WH-02
AM-1227,Amul Haldi Doodh Functional 200ml,Functional,Haldi,200ml,211.27,216.7,403,36,Amul Chocolate Works,3,2025-11-17,Ambient,2025-05-23,B2176A,178,STORE-03
AM-1226,Amul Organic Paneer 250g,Paneer,Organic,250g,270.13,283,186,31,Amul Ice Creams,7,2025-08-18,Refrigerated,2025-08-07,B2024B,11,WH-02
AM-1223,Amul Slim Dairy Milk 1kg,Dairy Milk,Slim,1kg,245.32,247.4,73,29,Amul Foods Pvt Ltd,7,2025-08-19,Refrigerated,2025-08-09,B5444C,10,STORE-02
AM-206,Amul Lite Butter 250g,Butter,Lite,250g,77.87,83.98,455,48,Gujarat Co-op,5,2025-10-01,Refrigerated,2025-05-13,B4188B,141,STORE-04
AM-104,Amul Vanilla 500ml,Ice Cream,Vanilla,500ml,86.12,96,406,73,Amul Beverages,1,2025-09-24,Frozen,2024-10-09,B8550C,350,STORE-03
AM-304,Amul Mozzarella Cheese 200g,Cheese,Mozzarella,200g,190.87,194.93,397,88,Amul Beverages,2,2025-10-12,Refrigerated,2025-06-27,B9068B,107,STORE-03
AM-1214,Amul High Protein Milk Protein 100g,Protein,High,100g,211.1,222.15,41,29,Amul Foods Pvt Ltd,7,2026-03-05,Ambient,2025-07-14,B9202D,234,STORE-05
AM-1201,Amul Full Cream Dairy Milk 1L,Dairy Milk,Full,1L,222.26,227.69,344,90,Amul Beverages,7,2025-08-21,Refrigerated,2025-08-11,B2344C,10,STORE-01
AM-701,Amul Dark Chocolate 150g,Chocolate,Dark,150g,103.22,107.14,141,94,Gujarat Co-op,2,2026-04-08,Ambient,2025-07-02,B8095A,280,STORE-05
AM-1230,Amul Kool Badam Beverages 200g,Beverages,Kool,200g,232.13,241.09,306,61,Amul Value Added,7,2025-09-04,Ambient,2025-07-31,B2163D,35,STORE-05
AM-1225,Amul Malai Paneer 1L,Paneer,Malai,1L,115.89,126.38,130,80,Amul Protein Division,1,2025-08-18,Refrigerated,2025-08-11,B2572D,7,STORE-05
AM-1209,Amul Block Cheese 250g,Cheese,Block,250g,282.48,286.2,122,26,Amul Ice Creams,6,2025-08-30,Refrigerated,2025-04-25,B3932B,127,WH-02
AM-1217,Amul Yogurt 500ml,Yogurt,Yogurt,500ml,143.59,150.12,63,68,Gujarat Co-op,6,2025-08-26,Refrigerated,2025-08-02,B7536A,24,STORE-01
AM-1102,Amul Keto Cheese 200g,Functional,Keto,200g,257.16,268.01,225,22,Amul Foods Pvt Ltd,1,2025-09-18,Ambient,2025-07-12,B8890B,68,WH-02
AM-1234,Amul Lactose-Free Dairy Milk 100g,Dairy Milk,Lactose-Free,100g,96.53,98.76,45,31,Amul Dairy Anand,7,2025-08-19,Refrigerated,2025-08-08,B6042C,11,STORE-02
AM-903,Amul Protein Bar 60g,Protein,Protein,60g,62.4,70.91,460,55,Amul Chocolate Works,6,2025-09-02,Ambient,2024-10-11,B3373B,326,STORE-05
AM-1225,Amul Malai Paneer 1L,Paneer,Malai,1L,114.26,118.7,256,34,Amul Chocolate Works,5,2025-08-26,Refrigerated,2025-08-13,B5835D,13,STORE-02
AM-1202,Amul Greek Yogurt 250g,Yogurt,Greek,250g,88.29,102.67,299,31,Amul Chocolate Works,7,2025-08-23,Refrigerated,2025-08-12,B8684A,11,WH-02
AM-403,Amul Probiotic Yogurt 100g,Yogurt,Probiotic,100g,24.96,38.31,165,65,Amul Foods Pvt Ltd,1,2025-09-03,Refrigerated,2025-08-09,B5494C,25,WH-01
AM-207,Amul Garlic Butter 100g,Butter,Garlic,100g,52.92,55.39,54,30,Gujarat Co-op,1,2026-01-19,Refrigerated,2025-08-04,B4350A,168,WH-01
AM-1235,Amul Turmeric Milk Beverages 200ml,Beverages,Turmeric,200ml,76.67,79,406,67,Amul Protein Division,5,2025-10-02,Ambient,2025-06-07,B4209C,117,STORE-02
AM-001,Amul Gold Milk 1L,Dairy Milk,Gold,1L,62.42,69.84,491,94,Gujarat Co-op,1,2025-08-22,Refrigerated,2025-08-12,B7910A,10,WH-03
AM-1200,Amul Almond Milk Vegan 500g,Vegan,Almond,500g,156.44,158.51,384,41,Amul Foods Pvt Ltd,6,2025-09-21,Ambient,2025-08-04,B9765D,48,WH-02
AM-1210,Amul Low Fat Paneer 1kg,Paneer,Low,1kg,140.41,146.84,470,45,Amul Ice Creams,6,2025-08-18,Refrigerated,2025-08-11,B8120D,7,STORE-01
AM-1227,Amul Haldi Doodh Functional 200ml,Functional,Haldi,200ml,212.14,222.76,72,37,Amul Chocolate Works,3,2025-10-28,Ambient,2025-06-15,B7423A,135,STORE-01
AM-207,Amul Garlic Butter 100g,Butter,Garlic,100g,49.86,62.36,425,28,Amul Protein Division,2,2025-12-10,Refrigerated,2025-07-17,B7845B,146,STORE-04
AM-1214,Amul High Protein Milk Protein 100g,Protein,High,100g,213.98,226.73,221,25,Amul Ice Creams,7,2025-09-21,Ambient,2025-01-11,B6541C,253,STORE-04
AM-1204,Amul Kool Koko Beverages 1kg,Beverages,Kool,1kg,264.86,274.85,209,95,Amul Ice Creams,5,2025-08-24,Ambient,2025-07-18,B2659C,37,WH-01
AM-902,Amul High Protein Milk 200ml,Protein,High,200ml,36.74,42.8,410,29,Amul Value Added,5,2025-09-14,Ambient,2025-01-08,B6371C,249,WH-03
AM-1226,Amul Organic Paneer 250g,Paneer,Organic,250g,273.28,276.12,72,42,Amul Protein Division,3,2025-08-18,Refrigerated,2025-08-10,B7833B,8,STORE-05
AM-903,Amul Protein Bar 60g,Protein,Protein,60g,61.81,67.8,0,40,Amul Foods Pvt Ltd,4,2026-06-10,Ambient,2025-08-03,B4069C,311,WH-01
AM-1002,Amul Soy Milk 1L,Vegan,Soy,1L,113.68,122.11,257,52,Amul Value Added,1,2025-09-08,Ambient,2025-07-10,B9956C,60,WH-01
AM-802,Amul Kool Café 200ml,Beverages,Kool,200ml,25.04,27.33,36,31,Amul Chocolate Works,4,2025-11-14,Ambient,2025-07-30,B6480C,107,WH-03
AM-106,Amul Kesar Pista 500ml,Ice Cream,Kesar,500ml,101.84,115.1,294,88,Amul Dairy Anand,1,2025-12-03,Frozen,2025-02-09,B3340A,297,STORE-04
AM-1101,Amul Immunity Booster Drink 200ml,Functional,Immunity,200ml,35.93,50.52,393,79,Amul Chocolate Works,2,2025-11-11,Ambient,2025-07-07,B8535D,127,STORE-02
AM-207,Amul Garlic Butter 100g,Butter,Garlic,100g,50.83,61.43,440,88,Amul Protein Division,5,2025-08-28,Refrigerated,2025-04-21,B7227D,129,STORE-02
AM-601,Amul Malai Paneer 200g,Paneer,Malai,200g,81.24,90.32,172,24,Amul Foods Pvt Ltd,1,2025-08-27,Refrigerated,2025-08-12,B8197C,15,WH-02
AM-801,Amul Kool Koko 200ml,Beverages,Kool,200ml,26.48,36.54,409,20,Amul Chocolate Works,4,2025-10-24,Ambient,2025-07-30,B1456A,86,STORE-03
AM-1213,Amul Pizza Cheese 200ml,Cheese,Pizza,200ml,100.03,110.24,45,87,Amul Dairy Anand,6,2025-09-23,Refrigerated,2025-06-18,B4498A,97,STORE-01
AM-1207,Amul Vegan 1L,Vegan,Vegan,1L,27.52,31.4,395,23,Amul Beverages,2,2025-09-07,Ambient,2025-08-03,B4160B,35,STORE-02
AM-1221,Amul Milkshake Beverages 1L,Beverages,Milkshake,1L,150.1,158.87,12,60,Amul Dairy Anand,3,2025-08-22,Ambient,2025-06-18,B7457B,65,WH-02
AM-1001,Amul Almond Milk 1L,Vegan,Almond,1L,123.7,129.76,17,91,Amul Protein Division,2,2025-09-03,Ambient,2025-08-04,B8727C,30,WH-01
AM-1215,Amul Probiotic Drink Functional 500ml,Functional,Probiotic,500ml,202.42,215.93,146,89,Amul Beverages,2,2025-10-12,Ambient,2025-07-09,B5661D,95,STORE-04
AM-1232,Amul Dark Chocolate 500g,Chocolate,Dark,500g,86.09,97.42,359,80,Gujarat Co-op,1,2026-06-09,Ambient,2025-06-20,B7781A,354,WH-02
AM-702,Amul Milk Chocolate 150g,Chocolate,Milk,150g,102.15,112.07,5,57,Amul Dairy Anand,5,2025-09-02,Ambient,2025-01-28,B1532D,217,WH-01
AM-205,Amul Butter 500g,Butter,Butter,500g,150.18,152.24,225,33,Amul Beverages,2,2025-08-19,Refrigerated,2025-05-05,B4563A,106,WH-01
AM-1218,Amul Salted Butter 200ml,Butter,Salted,200ml,299.58,306.89,90,50,Amul Beverages,1,2025-08-30,Refrigerated,2025-03-07,B3706A,176,STORE-04
AM-207,Amul Garlic Butter 100g,Butter,Garlic,100g,48.93,52.96,19,23,Amul Protein Division,2,2025-09-15,Refrigerated,2025-05-12,B7995C,126,STORE-05
AM-701,Amul Dark Chocolate 150g,Chocolate,Dark,150g,101.19,114.42,477,25,Amul Protein Division,1,2026-01-26,Ambient,2025-02-26,B6800D,334,STORE-02
AM-1001,Amul Almond Milk 1L,Vegan,Almond,1L,125.5,136.95,164,51,Amul Value Added,2,2025-11-26,Ambient,2025-08-03,B1390D,115,WH-03
AM-1216,Amul Low Fat Yogurt 500ml,Yogurt,Low,500ml,182.35,189.76,194,52,Amul Chocolate Works,2,2025-08-18,Refrigerated,2025-08-01,B3989A,17,STORE-02
AM-1203,Amul Probiotic Yogurt 1kg,Yogurt,Probiotic,1kg,221.23,229.66,50,95,Amul Value Added,7,2025-09-04,Refrigerated,2025-08-09,B1036C,26,STORE-04
AM-1231,Amul Kesar Pista Ice Cream 1L,Ice Cream,Kesar,1L,216.59,221.36,456,80,Amul Protein Division,4,2025-10-02,Frozen,2024-11-24,B3490B,312,STORE-01
AM-1202,Amul Greek Yogurt 250g,Yogurt,Greek,250g,91.95,106.54,336,34,Amul Chocolate Works,7,2025-08-23,Refrigerated,2025-07-28,B9750B,26,STORE-02
AM-1220,Amul Protein Shake Protein 250g,Protein,Protein,250g,189.49,192.58,341,57,Gujarat Co-op,7,2025-08-21,Ambient,2024-11-05,B3735A,289,WH-02
AM-1222,Amul Buttermilk Beverages 1L,Beverages,Buttermilk,1L,301.45,313.28,405,74,Amul Foods Pvt Ltd,7,2025-11-23,Ambient,2025-08-09,B2000A,106,STORE-01
AM-902,Amul High Protein Milk 200ml,Protein,High,200ml,35.13,42.15,139,96,Amul Foods Pvt Ltd,4,2025-09-30,Ambient,2025-02-10,B5657B,232,WH-03
AM-303,Amul Pizza Cheese 100g,Cheese,Pizza,100g,90.94,93.98,359,95,Amul Chocolate Works,5,2025-10-25,Refrigerated,2025-07-08,B3189C,109,WH-02
AM-1210,Amul Low Fat Paneer 1kg,Paneer,Low,1kg,139.22,141.91,251,80,Amul Beverages,3,2025-08-25,Refrigerated,2025-08-13,B9632B,12,STORE-01
AM-1203,Amul Probiotic Yogurt 1kg,Yogurt,Probiotic,1kg,228.6,235.16,386,81,Amul Foods Pvt Ltd,1,2025-08-22,Refrigerated,2025-08-10,B6837D,12,STORE-03
AM-1236,Amul Immunity Booster Functional 250g,Functional,Immunity,250g,165.35,173.37,75,28,Amul Ice Creams,5,2025-08-26,Ambient,2025-06-25,B5634D,62,STORE-03
AM-602,Amul Malai Paneer 1kg,Paneer,Malai,1kg,389.64,395.85,180,57,Gujarat Co-op,4,2025-08-19,Refrigerated,2025-08-05,B2922D,14,STORE-02
AM-1216,Amul Low Fat Yogurt 500ml,Yogurt,Low,500ml,172.53,186.9,341,41,Amul Chocolate Works,4,2025-08-23,Refrigerated,2025-08-06,B6328D,17,STORE-05
AM-005,Amul Lactose-Free Milk 1L,Dairy Milk,Lactose-Free,1L,67.94,73.83,367,65,Amul Dairy Anand,3,2025-08-23,Refrigerated,2025-08-13,B7679D,10,WH-01
AM-105,Amul Chocolate 500ml,Ice Cream,Chocolate,500ml,85.45,90.52,198,14,Amul Foods Pvt Ltd,4,2026-01-07,Frozen,2025-01-21,B9306B,351,WH-03
AM-1221,Amul Milkshake Beverages 1L,Beverages,Milkshake,1L,172.92,177.57,484,85,Amul Dairy Anand,5,2025-09-13,Ambient,2025-07-26,B8597B,49,STORE-05
AM-1228,Amul Soy Milk Vegan 200ml,Vegan,Soy,200ml,301.64,310.25,31,42,Gujarat Co-op,3,2025-09-21,Ambient,2025-07-25,B7143C,58,WH-01
AM-901,Amul PRO Whey Protein 500g,Protein,PRO,500g,571.51,583.39,178,78,Gujarat Co-op,2,2025-12-28,Ambient,2025-05-09,B2757A,233,WH-01
AM-003,Amul Shakti Milk 500ml,Dairy Milk,Shakti,500ml,29.58,33.58,412,61,Amul Ice Creams,1,2025-08-21,Refrigerated,2025-08-13,B6070A,8,STORE-03
AM-602,Amul Malai Paneer 1kg,Paneer,Malai,1kg,383.19,388.68,66,74,Amul Ice Creams,3,2025-08-26,Refrigerated,2025-08-13,B7025D,13,STORE-03
AM-1233,Amul Strawberry Ice Cream 500g,Ice Cream,Strawberry,500g,193.93,197.9,6,45,Amul Protein Division,2,2026-01-05,Frozen,2025-03-26,B8034C,285,STORE-05
AM-003,Amul Shakti Milk 500ml,Dairy Milk,Shakti,500ml,29.95,39.21,205,22,Amul Foods Pvt Ltd,4,2025-08-21,Refrigerated,2025-08-09,B5124A,12,STORE-04
AM-1203,Amul Probiotic Yogurt 1kg,Yogurt,Probiotic,1kg,241.6,246.45,71,14,Gujarat Co-op,2,2025-08-24,Refrigerated,2025-07-26,B4450A,29,WH-03
AM-1236,Amul Immunity Booster Functional 250g,Functional,Immunity,250g,174.93,177.96,67,90,Gujarat Co-op,4,2025-09-29,Ambient,2025-07-25,B2306B,66,STORE-02
AM-801,Amul Kool Koko 200ml,Beverages,Kool,200ml,27.42,37.27,336,97,Amul Dairy Anand,3,2025-08-26,Ambient,2025-07-15,B9040C,42,STORE-02
AM-902,Amul High Protein Milk 200ml,Protein,High,200ml,35.48,46.63,82,65,Amul Chocolate Works,7,2025-09-04,Ambient,2025-02-04,B3833D,212,WH-01
AM-1200,Amul Almond Milk Vegan 500g,Vegan,Almond,500g,152.61,155.74,371,59,Amul Dairy Anand,6,2025-09-12,Ambient,2025-06-02,B3995A,102,WH-02
AM-106,Amul Kesar Pista 500ml,Ice Cream,Kesar,500ml,105.91,111.42,203,68,Amul Chocolate Works,6,2026-02-16,Frozen,2025-05-10,B9774D,282,STORE-05
AM-1235,Amul Turmeric Milk Beverages 200ml,Beverages,Turmeric,200ml,77.56,89.43,385,46,Amul Chocolate Works,2,2025-11-26,Ambient,2025-08-12,B9674C,106,WH-02
AM-205,Amul Butter 500g,Butter,Butter,500g,148.71,162.01,271,25,Amul Beverages,4,2025-11-06,Refrigerated,2025-06-11,B9376B,148,STORE-01
AM-107,Amul Vegan Ice Cream 500ml,Ice Cream,Vegan,500ml,127.49,138.22,270,46,Amul Foods Pvt Ltd,7,2025-08-27,Frozen,2024-09-23,B4971B,338,STORE-03
AM-901,Amul PRO Whey Protein 500g,Protein,PRO,500g,573.7,576.78,194,71,Amul Protein Division,4,2025-11-10,Ambient,2025-04-06,B2526B,218,STORE-02
AM-701,Amul Dark Chocolate 150g,Chocolate,Dark,150g,102.54,105.18,169,98,Amul Chocolate Works,3,2026-01-23,Ambient,2025-01-27,B4937B,361,STORE-01
AM-701,Amul Dark Chocolate 150g,Chocolate,Dark,150g,101.91,106.8,271,83,Amul Protein Division,2,2026-02-13,Ambient,2025-08-02,B4189C,195,STORE-04
AM-1229,Amul Low Fat Yogurt 1L,Yogurt,Low,1L,223.02,228.92,499,31,Amul Beverages,6,2025-09-03,Refrigerated,2025-08-11,B6349B,23,WH-01
AM-105,Amul Chocolate 500ml,Ice Cream,Chocolate,500ml,87.98,90.81,9,73,Amul Protein Division,6,2026-01-16,Frozen,2025-02-15,B8343A,335,WH-01
AM-1202,Amul Greek Yogurt 250g,Yogurt,Greek,250g,88.07,90.95,335,72,Gujarat Co-op,7,2025-08-23,Refrigerated,2025-07-24,B4770D,30,STORE-03
AM-305,Amul Vegan Cheese 200g,Cheese,Vegan,200g,220.2,229.62,11,58,Amul Dairy Anand,3,2025-10-14,Refrigerated,2025-05-29,B7690C,138,STORE-04
AM-804,Amul Turmeric Milk 200ml,Beverages,Turmeric,200ml,30.2,38.27,110,20,Amul Beverages,3,2025-08-25,Ambient,2025-06-20,B1164B,66,STORE-03
AM-1233,Amul Strawberry Ice Cream 500g,Ice Cream,Strawberry,500g,201.01,208.54,427,71,Amul Protein Division,2,2026-01-18,Frozen,2025-05-13,B2335C,250,WH-03
AM-1232,Amul Dark Chocolate 500g,Chocolate,Dark,500g,75.17,82.1,370,100,Amul Value Added,1,2026-04-16,Ambient,2025-05-30,B3210C,321,WH-01
AM-106,Amul Kesar Pista 500ml,Ice Cream,Kesar,500ml,106.71,111.57,138,38,Amul Dairy Anand,7,2025-09-12,Frozen,2025-02-05,B9786A,219,WH-01
AM-1226,Amul Organic Paneer 250g,Paneer,Organic,250g,274.72,279.47,372,93,Amul Chocolate Works,1,2025-08-21,Refrigerated,2025-08-11,B7885D,10,WH-01
AM-902,Amul High Protein Milk 200ml,Protein,High,200ml,37.52,51.63,39,76,Amul Dairy Anand,6,2026-07-17,Ambient,2025-07-22,B6025D,360,WH-03
AM-1219,Amul Low Fat Paneer 1L,Paneer,Low,1L,256.51,268.66,439,53,Amul Beverages,4,2025-08-19,Refrigerated,2025-08-09,B5633B,10,STORE-05
AM-1202,Amul Greek Yogurt 250g,Yogurt,Greek,250g,87.73,98.73,406,20,Amul Dairy Anand,1,2025-08-18,Refrigerated,2025-07-29,B9365C,20,STORE-02
AM-1212,Amul Low Fat Yogurt 200g,Yogurt,Low,200g,191.18,202.02,434,72,Amul Dairy Anand,4,2025-08-25,Refrigerated,2025-07-26,B8287B,30,WH-03
AM-1206,Amul Soy Milk Vegan 200g,Vegan,Soy,200g,125.59,138.97,30,24,Gujarat Co-op,1,2025-09-07,Ambient,2025-07-27,B7972A,42,STORE-03
AM-106,Amul Kesar Pista 500ml,Ice Cream,Kesar,500ml,104.13,117.37,467,72,Amul Protein Division,6,2025-12-20,Frozen,2025-04-28,B1401C,236,STORE-02
AM-1102,Amul Keto Cheese 200g,Functional,Keto,200g,251.55,266.11,469,97,Amul Foods Pvt Ltd,3,2025-09-11,Ambient,2025-08-11,B2568C,31,WH-03
AM-903,Amul Protein Bar 60g,Protein,Protein,60g,57.31,62.47,204,25,Gujarat Co-op,4,2025-10-12,Ambient,2025-02-13,B8485D,241,STORE-05
AM-703,Amul Fruit & Nut Chocolate 150g,Chocolate,Fruit,150g,117.28,122.36,389,84,Amul Protein Division,3,2026-01-06,Ambient,2025-06-04,B4195C,216,WH-03
AM-1220,Amul Protein Shake Protein 250g,Protein,Protein,250g,185.8,191.02,461,42,Amul Value Added,6,2026-04-17,Ambient,2025-06-27,B7759D,294,WH-02
AM-404,Amul Masti Yogurt 500g,Yogurt,Masti,500g,48.28,57.83,278,77,Amul Value Added,7,2025-08-21,Refrigerated,2025-07-23,B1632A,29,STORE-04
AM-304,Amul Mozzarella Cheese 200g,Cheese,Mozzarella,200g,181.5,185.44,104,45,Amul Beverages,2,2025-11-23,Refrigerated,2025-07-01,B6900A,145,STORE-04
AM-901,Amul PRO Whey Protein 500g,Protein,PRO,500g,597.82,604.62,124,47,Amul Chocolate Works,4,2026-04-30,Ambient,2025-07-26,B3634C,278,STORE-01
AM-904,Amul Protein Shake Vanilla 200ml,Protein,Protein,200ml,50.22,55.57,267,28,Amul Value Added,3,2026-03-31,Ambient,2025-04-02,B6424C,363,WH-03
AM-1231,Amul Kesar Pista Ice Cream 1L,Ice Cream,Kesar,1L,202.86,206.45,112,65,Amul Foods Pvt Ltd,4,2026-04-08,Frozen,2025-07-07,B3259C,275,STORE-03
AM-1232,Amul Dark Chocolate 500g,Chocolate,Dark,500g,82.9,93.36,339,88,Gujarat Co-op,5,2025-10-22,Ambient,2024-11-19,B5398D,337,STORE-03
AM-702,Amul Milk Chocolate 150g,Chocolate,Milk,150g,102.72,112.7,395,58,Amul Value Added,1,2026-01-22,Ambient,2025-04-11,B6399B,286,STORE-02
AM-1205,Amul Probiotic Drink Functional 500ml,Functional,Probiotic,500ml,91.96,106.75,260,16,Amul Ice Creams,5,2025-12-02,Ambient,2025-08-11,B7217B,113,WH-02
AM-901,Amul PRO Whey Protein 500g,Protein,PRO,500g,576.08,586.76,338,95,Amul Protein Division,7,2026-02-03,Ambient,2025-05-04,B9121A,275,WH-01
